date,temp
1/1/2017 18:50,13.54
1/1/2017 19:00,12.51
1/1/2017 19:10,12.06
1/1/2017 19:20,11.75
1/1/2017 19:30,11.61
1/1/2017 19:40,11.5
1/1/2017 19:50,11.43
1/1/2017 20:00,11.42
1/1/2017 20:10,11.69
1/1/2017 20:20,12.05
1/1/2017 20:30,11.87
1/1/2017 20:40,11.61
1/1/2017 20:50,11.5
1/1/2017 21:00,11.43
1/1/2017 21:10,11.29
1/1/2017 21:20,11.49
1/1/2017 21:30,12.24
1/1/2017 21:40,11.84
1/1/2017 21:50,12.2
1/1/2017 22:00,13.1
1/1/2017 22:10,13.2
1/1/2017 22:20,13.18
1/1/2017 22:30,12.64
1/1/2017 22:40,12.39
1/1/2017 22:50,12.24
1/1/2017 23:00,12.11
1/1/2017 23:10,12.07
1/1/2017 23:20,11.99
1/1/2017 23:30,11.32
1/1/2017 23:40,11.37
1/1/2017 23:50,11.41
1/2/2017 0:00,11.01
1/2/2017 0:10,10.74
1/2/2017 0:20,10.47
1/2/2017 0:30,10.31
1/2/2017 0:40,10.63
1/2/2017 0:50,10.84
1/2/2017 1:00,10.94
1/2/2017 1:10,11.12
1/2/2017 1:20,11.02
1/2/2017 1:30,10.5
1/2/2017 1:40,10.22
1/2/2017 1:50,10.42
1/2/2017 2:00,10.86
1/2/2017 2:10,11.17
1/2/2017 2:20,11.1
1/2/2017 2:30,11.14
1/2/2017 2:40,11.21
1/2/2017 2:50,10.71
1/2/2017 3:00,10.7
1/2/2017 3:10,10.58
1/2/2017 3:20,10.59
1/2/2017 3:30,10.68
1/2/2017 3:40,10.52
1/2/2017 3:50,10.34
1/2/2017 4:00,10.18
1/2/2017 4:10,10.41
1/2/2017 4:20,10.41
1/2/2017 4:30,10.39
1/2/2017 4:40,10.16
1/2/2017 4:50,9.97
1/2/2017 5:00,10.03
1/2/2017 5:10,9.98
1/2/2017 5:20,9.74
1/2/2017 5:30,9.54
1/2/2017 5:40,9.53
1/2/2017 5:50,9.56
1/2/2017 6:00,9.58
1/2/2017 6:10,9.44
1/2/2017 6:20,9.4
1/2/2017 6:30,9.38
1/2/2017 6:40,9.16
1/2/2017 6:50,9.06
1/2/2017 7:00,9.17
1/2/2017 7:10,9.46
1/2/2017 7:20,9.74
1/2/2017 7:30,9.8
1/2/2017 7:40,9.58
1/2/2017 7:50,9.51
1/2/2017 8:00,9.44
1/2/2017 8:10,9.18
1/2/2017 8:20,8.96
1/2/2017 8:30,8.71
1/2/2017 8:40,8.52
1/2/2017 8:50,8.43
1/2/2017 9:00,8.44
1/2/2017 9:10,8.69
1/2/2017 9:20,9.02
1/2/2017 9:30,9.17
1/2/2017 9:40,10.48
1/2/2017 9:50,11.13
1/2/2017 10:00,11.68
1/2/2017 10:10,12.22
1/2/2017 10:20,12.61
1/2/2017 10:30,13.07
1/2/2017 10:40,13.61
1/2/2017 10:50,14
1/2/2017 11:00,14.55
1/2/2017 11:10,14.94
1/2/2017 11:20,15.08
1/2/2017 11:30,15.18
1/2/2017 11:40,15.28
1/2/2017 11:50,15.27
1/2/2017 12:00,15.21
1/2/2017 12:10,15.18
1/2/2017 12:20,15.11
1/2/2017 12:30,15.1
1/2/2017 12:40,15.26
1/2/2017 12:50,15.15
1/2/2017 13:00,15.23
1/2/2017 13:10,15.22
1/2/2017 13:20,15.22
1/2/2017 13:30,15.33
1/2/2017 13:40,15.41
1/2/2017 13:50,15.43
1/2/2017 14:00,15.56
1/2/2017 14:10,15.59
1/2/2017 14:20,15.47
1/2/2017 14:30,15.55
1/2/2017 14:40,15.57
1/2/2017 14:50,15.64
1/2/2017 15:00,15.59
1/2/2017 15:10,15.58
1/2/2017 15:20,15.49
1/2/2017 15:30,15.45
1/2/2017 15:40,15.36
1/2/2017 15:50,15.38
1/2/2017 16:00,15.37
1/2/2017 16:10,15.23
1/2/2017 16:20,15.23
1/2/2017 16:30,15.24
1/2/2017 16:40,15.19
1/2/2017 16:50,15.17
1/2/2017 17:00,15.22
1/2/2017 17:10,15.17
1/2/2017 17:20,15.02
1/2/2017 17:30,14.9
1/2/2017 17:40,14.81
1/2/2017 17:50,14.68
1/2/2017 18:00,14.54
1/2/2017 18:10,14.38
1/2/2017 18:20,14.23
1/2/2017 18:30,14.11
1/2/2017 18:40,14.03
1/2/2017 18:50,13.95
1/2/2017 19:00,13.87
1/2/2017 19:10,13.74
1/2/2017 19:20,13.55
1/2/2017 19:30,13.43
1/2/2017 19:40,13.35
1/2/2017 19:50,13.2
1/2/2017 20:00,13.42
1/2/2017 20:10,13.55
1/2/2017 20:20,13.42
1/2/2017 20:30,13.3
1/2/2017 20:40,13.33
1/2/2017 20:50,13.45
1/2/2017 21:00,13.47
1/2/2017 21:10,13.29
1/2/2017 21:20,13.15
1/2/2017 21:30,13.03
1/2/2017 21:40,12.93
1/2/2017 21:50,12.88
1/2/2017 22:00,12.86
1/2/2017 22:10,12.87
1/2/2017 22:20,12.92
1/2/2017 22:30,12.96
1/2/2017 22:40,12.88
1/2/2017 22:50,12.77
1/2/2017 23:00,12.82
1/2/2017 23:10,12.75
1/2/2017 23:20,12.54
1/2/2017 23:30,12.23
1/2/2017 23:40,12.19
1/2/2017 23:50,12.31
1/3/2017 0:00,12.08
1/3/2017 0:10,12.16
1/3/2017 0:20,12.07
1/3/2017 0:30,11.48
1/3/2017 0:40,11.45
1/3/2017 0:50,11.8
1/3/2017 1:00,12.23
1/3/2017 1:10,12.39
1/3/2017 1:20,12.42
1/3/2017 1:30,12.4
1/3/2017 1:40,11.84
1/3/2017 1:50,11.51
1/3/2017 2:00,11.35
1/3/2017 2:10,11.27
1/3/2017 2:20,11.33
1/3/2017 2:30,11.44
1/3/2017 2:40,12.26
1/3/2017 2:50,13.08
1/3/2017 3:00,12.78
1/3/2017 3:10,12.34
1/3/2017 3:20,12.2
1/3/2017 3:30,12.04
1/3/2017 3:40,11.96
1/3/2017 3:50,11.92
1/3/2017 4:00,11.85
1/3/2017 4:10,11.66
1/3/2017 4:20,11.55
1/3/2017 4:30,11.6
1/3/2017 4:40,11.17
1/3/2017 4:50,10.83
1/3/2017 5:00,10.74
1/3/2017 5:10,10.57
1/3/2017 5:20,10.49
1/3/2017 5:30,10.69
1/3/2017 5:40,11.22
1/3/2017 5:50,11.36
1/3/2017 6:00,11.44
1/3/2017 6:10,11.49
1/3/2017 6:20,11.33
1/3/2017 6:30,11.16
1/3/2017 6:40,10.89
1/3/2017 6:50,10.27
1/3/2017 7:00,10.15
1/3/2017 7:10,10
1/3/2017 7:20,9.9
1/3/2017 7:30,9.67
1/3/2017 7:40,9.27
1/3/2017 7:50,9.03
1/3/2017 8:00,8.85
1/3/2017 8:10,8.68
1/3/2017 8:20,8.54
1/3/2017 8:30,8.38
1/3/2017 8:40,8.5
1/3/2017 8:50,8.48
1/3/2017 9:00,8.4
1/3/2017 9:10,8.51
1/3/2017 9:20,8.8
1/3/2017 9:30,9.09
1/3/2017 9:40,9.62
1/3/2017 9:50,10.89
1/3/2017 10:00,12.43
1/3/2017 10:10,13.02
1/3/2017 10:20,13.38
1/3/2017 10:30,13.64
1/3/2017 10:40,13.88
1/3/2017 10:50,14.16
1/3/2017 11:00,14.54
1/3/2017 11:10,14.75
1/3/2017 11:20,14.87
1/3/2017 11:30,15
1/3/2017 11:40,15.08
1/3/2017 11:50,15.18
1/3/2017 12:00,15.28
1/3/2017 12:10,15.19
1/3/2017 12:20,15.18
1/3/2017 12:30,15.21
1/3/2017 12:40,15.31
1/3/2017 12:50,15.35
1/3/2017 13:00,15.43
1/3/2017 13:10,15.39
1/3/2017 13:20,15.41
1/3/2017 13:30,15.57
1/3/2017 13:40,15.37
1/3/2017 13:50,15.49
1/3/2017 14:00,15.57
1/3/2017 14:10,15.48
1/3/2017 14:20,15.36
1/3/2017 14:30,15.35
1/3/2017 14:40,15.41
1/3/2017 14:50,15.36
1/3/2017 15:00,15.44
1/3/2017 15:10,15.48
1/3/2017 15:20,15.45
1/3/2017 15:30,15.44
1/3/2017 15:40,15.34
1/3/2017 15:50,15.3
1/3/2017 16:00,15.34
1/3/2017 16:10,15.34
1/3/2017 16:20,15.23
1/3/2017 16:30,15.18
1/3/2017 16:40,15.09
1/3/2017 16:50,14.96
1/3/2017 17:00,14.94
1/3/2017 17:10,14.89
1/3/2017 17:20,14.85
1/3/2017 17:30,14.78
1/3/2017 17:40,14.68
1/3/2017 17:50,14.51
1/3/2017 18:00,14.32
1/3/2017 18:10,14.14
1/3/2017 18:20,13.98
1/3/2017 18:30,13.86
1/3/2017 18:40,13.45
1/3/2017 18:50,12.2
1/3/2017 19:00,11.85
1/3/2017 19:10,11.53
1/3/2017 19:20,11.25
1/3/2017 19:30,11.12
1/3/2017 19:40,10.92
1/3/2017 19:50,10.93
1/3/2017 20:00,10.69
1/3/2017 20:10,10.39
1/3/2017 20:20,10.17
1/3/2017 20:30,10.03
1/3/2017 20:40,9.61
1/3/2017 20:50,9.71
1/3/2017 21:00,9.62
1/3/2017 21:10,9.49
1/3/2017 21:20,9.33
1/3/2017 21:30,9.23
1/3/2017 21:40,9.14
1/3/2017 21:50,9.11
1/3/2017 22:00,9.07
1/3/2017 22:10,9
1/3/2017 22:20,9.05
1/3/2017 22:30,8.98
1/3/2017 22:40,8.81
1/3/2017 22:50,8.72
1/3/2017 23:00,8.51
1/3/2017 23:10,8.52
1/3/2017 23:20,8.6
1/3/2017 23:30,8.49
1/3/2017 23:40,8.33
1/3/2017 23:50,8.5
1/4/2017 0:00,8.52
1/4/2017 0:10,8.63
1/4/2017 0:20,8.69
1/4/2017 0:30,8.77
1/4/2017 0:40,8.36
1/4/2017 0:50,8.17
1/4/2017 1:00,8.13
1/4/2017 1:10,8.14
1/4/2017 1:20,8.15
1/4/2017 1:30,8.33
1/4/2017 1:40,8.36
1/4/2017 1:50,8.23
1/4/2017 2:00,8.13
1/4/2017 2:10,8.04
1/4/2017 2:20,7.87
1/4/2017 2:30,7.91
1/4/2017 2:40,7.9
1/4/2017 2:50,7.88
1/4/2017 3:00,7.89
1/4/2017 3:10,7.94
1/4/2017 3:20,7.84
1/4/2017 3:30,7.59
1/4/2017 3:40,7.44
1/4/2017 3:50,7.59
1/4/2017 4:00,7.46
1/4/2017 4:10,6.991
1/4/2017 4:20,6.683
1/4/2017 4:30,6.447
1/4/2017 4:40,6.091
1/4/2017 4:50,5.88
1/4/2017 5:00,6.003
1/4/2017 5:10,5.904
1/4/2017 5:20,6.042
1/4/2017 5:30,5.976
1/4/2017 5:40,5.965
1/4/2017 5:50,6.025
1/4/2017 6:00,5.946
1/4/2017 6:10,5.795
1/4/2017 6:20,5.488
1/4/2017 6:30,5.352
1/4/2017 6:40,5.076
1/4/2017 6:50,5.291
1/4/2017 7:00,5.364
1/4/2017 7:10,5.393
1/4/2017 7:20,5.524
1/4/2017 7:30,5.576
1/4/2017 7:40,5.421
1/4/2017 7:50,5.336
1/4/2017 8:00,5.139
1/4/2017 8:10,5.01
1/4/2017 8:20,5.099
1/4/2017 8:30,4.917
1/4/2017 8:40,4.779
1/4/2017 8:50,4.873
1/4/2017 9:00,4.872
1/4/2017 9:10,5.009
1/4/2017 9:20,5.065
1/4/2017 9:30,5.218
1/4/2017 9:40,5.54
1/4/2017 9:50,5.738
1/4/2017 10:00,6
1/4/2017 10:10,6.271
1/4/2017 10:20,6.593
1/4/2017 10:30,6.933
1/4/2017 10:40,7.22
1/4/2017 10:50,7.54
1/4/2017 11:00,8.01
1/4/2017 11:10,8.57
1/4/2017 11:20,9.04
1/4/2017 11:30,9.6
1/4/2017 11:40,10.14
1/4/2017 11:50,10.8
1/4/2017 12:00,11.47
1/4/2017 12:10,12
1/4/2017 12:20,12.6
1/4/2017 12:30,13.19
1/4/2017 12:40,13.66
1/4/2017 12:50,13.92
1/4/2017 13:00,14.41
1/4/2017 13:10,14.86
1/4/2017 13:20,15.34
1/4/2017 13:30,16.13
1/4/2017 13:40,16.38
1/4/2017 13:50,17.05
1/4/2017 14:00,17.65
1/4/2017 14:10,17.55
1/4/2017 14:20,17.43
1/4/2017 14:30,17.4
1/4/2017 14:40,17.42
1/4/2017 14:50,17.49
1/4/2017 15:00,17.33
1/4/2017 15:10,17.23
1/4/2017 15:20,17.4
1/4/2017 15:30,17.38
1/4/2017 15:40,17.24
1/4/2017 15:50,17.07
1/4/2017 16:00,17.09
1/4/2017 16:10,17.3
1/4/2017 16:20,17.26
1/4/2017 16:30,17.36
1/4/2017 16:40,17.6
1/4/2017 16:50,17.57
1/4/2017 17:00,17.57
1/4/2017 17:10,17.24
1/4/2017 17:20,16.89
1/4/2017 17:30,16.35
1/4/2017 17:40,15.84
1/4/2017 17:50,15.44
1/4/2017 18:00,14.98
1/4/2017 18:10,14.57
1/4/2017 18:20,14.13
1/4/2017 18:30,13.22
1/4/2017 18:40,12.87
1/4/2017 18:50,12.43
1/4/2017 19:00,12.21
1/4/2017 19:10,12.06
1/4/2017 19:20,12.26
1/4/2017 19:30,13.39
1/4/2017 19:40,13.83
1/4/2017 19:50,13.83
1/4/2017 20:00,13.8
1/4/2017 20:10,13.72
1/4/2017 20:20,13.55
1/4/2017 20:30,13.44
1/4/2017 20:40,13.32
1/4/2017 20:50,13.1
1/4/2017 21:00,12.82
1/4/2017 21:10,12.49
1/4/2017 21:20,12.28
1/4/2017 21:30,12.09
1/4/2017 21:40,11.9
1/4/2017 21:50,11.36
1/4/2017 22:00,10.96
1/4/2017 22:10,10.58
1/4/2017 22:20,10.44
1/4/2017 22:30,10.59
1/4/2017 22:40,10.66
1/4/2017 22:50,10.57
1/4/2017 23:00,10.4
1/4/2017 23:10,10.27
1/4/2017 23:20,9.89
1/4/2017 23:30,9.64
1/4/2017 23:40,9.64
1/4/2017 23:50,9.46
1/5/2017 0:00,9
1/5/2017 0:10,8.81
1/5/2017 0:20,9.04
1/5/2017 0:30,9.21
1/5/2017 0:40,9.03
1/5/2017 0:50,8.9
1/5/2017 1:00,8.39
1/5/2017 1:10,8.45
1/5/2017 1:20,8.54
1/5/2017 1:30,8.26
1/5/2017 1:40,8.04
1/5/2017 1:50,7.85
1/5/2017 2:00,7.78
1/5/2017 2:10,7.76
1/5/2017 2:20,7.72
1/5/2017 2:30,7.9
1/5/2017 2:40,7.87
1/5/2017 2:50,7.73
1/5/2017 3:00,7.53
1/5/2017 3:10,7.52
1/5/2017 3:20,7.53
1/5/2017 3:30,7.68
1/5/2017 3:40,7.57
1/5/2017 3:50,7.44
1/5/2017 4:00,7.27
1/5/2017 4:10,7.16
1/5/2017 4:20,6.985
1/5/2017 4:30,6.902
1/5/2017 4:40,6.898
1/5/2017 4:50,6.982
1/5/2017 5:00,6.998
1/5/2017 5:10,7.31
1/5/2017 5:20,7.36
1/5/2017 5:30,7.03
1/5/2017 5:40,6.8
1/5/2017 5:50,6.922
1/5/2017 6:00,6.923
1/5/2017 6:10,7.05
1/5/2017 6:20,7.02
1/5/2017 6:30,7.1
1/5/2017 6:40,6.894
1/5/2017 6:50,6.438
1/5/2017 7:00,5.973
1/5/2017 7:10,5.967
1/5/2017 7:20,6.344
1/5/2017 7:30,6.165
1/5/2017 7:40,5.944
1/5/2017 7:50,5.915
1/5/2017 8:00,5.852
1/5/2017 8:10,6.054
1/5/2017 8:20,5.695
1/5/2017 8:30,5.731
1/5/2017 8:40,5.814
1/5/2017 8:50,5.33
1/5/2017 9:00,5.578
1/5/2017 9:10,6.087
1/5/2017 9:20,6.135
1/5/2017 9:30,5.959
1/5/2017 9:40,6.549
1/5/2017 9:50,6.844
1/5/2017 10:00,7.12
1/5/2017 10:10,7.5
1/5/2017 10:20,8.16
1/5/2017 10:30,8.7
1/5/2017 10:40,8.82
1/5/2017 10:50,9.13
1/5/2017 11:00,9.73
1/5/2017 11:10,10.31
1/5/2017 11:20,10.92
1/5/2017 11:30,11.58
1/5/2017 11:40,12.02
1/5/2017 11:50,12.61
1/5/2017 12:00,13.33
1/5/2017 12:10,14.15
1/5/2017 12:20,14.53
1/5/2017 12:30,14.93
1/5/2017 12:40,15.46
1/5/2017 12:50,15.9
1/5/2017 13:00,16.26
1/5/2017 13:10,16.33
1/5/2017 13:20,16.5
1/5/2017 13:30,16.7
1/5/2017 13:40,17.01
1/5/2017 13:50,17.14
1/5/2017 14:00,17.25
1/5/2017 14:10,17.3
1/5/2017 14:20,17.55
1/5/2017 14:30,17.64
1/5/2017 14:40,17.75
1/5/2017 14:50,17.9
1/5/2017 15:00,18.06
1/5/2017 15:10,18.2
1/5/2017 15:20,18.09
1/5/2017 15:30,18.4
1/5/2017 15:40,18.22
1/5/2017 15:50,18.34
1/5/2017 16:00,17.96
1/5/2017 16:10,17.33
1/5/2017 16:20,17.06
1/5/2017 16:30,17.09
1/5/2017 16:40,16.9
1/5/2017 16:50,16.85
1/5/2017 17:00,16.58
1/5/2017 17:10,16.29
1/5/2017 17:20,16.07
1/5/2017 17:30,15.9
1/5/2017 17:40,15.71
1/5/2017 17:50,15.62
1/5/2017 18:00,15.15
1/5/2017 18:10,14.47
1/5/2017 18:20,14.21
1/5/2017 18:30,13.91
1/5/2017 18:40,13.8
1/5/2017 18:50,13.44
1/5/2017 19:00,13.19
1/5/2017 19:10,12.81
1/5/2017 19:20,12.47
1/5/2017 19:30,12.51
1/5/2017 19:40,12.14
1/5/2017 19:50,11.95
1/5/2017 20:00,11.86
1/5/2017 20:10,11.51
1/5/2017 20:20,11.26
1/5/2017 20:30,10.98
1/5/2017 20:40,10.91
1/5/2017 20:50,10.68
1/5/2017 21:00,10.85
1/5/2017 21:10,11
1/5/2017 21:20,11.53
1/5/2017 21:30,12.17
1/5/2017 21:40,11.85
1/5/2017 21:50,11.28
1/5/2017 22:00,10.58
1/5/2017 22:10,10.47
1/5/2017 22:20,10.84
1/5/2017 22:30,10.79
1/5/2017 22:40,10.43
1/5/2017 22:50,10.08
1/5/2017 23:00,10
1/5/2017 23:10,9.81
1/5/2017 23:20,9.75
1/5/2017 23:30,9.46
1/5/2017 23:40,9.09
1/5/2017 23:50,9.11
1/6/2017 0:00,8.96
1/6/2017 0:10,8.91
1/6/2017 0:20,8.85
1/6/2017 0:30,8.86
1/6/2017 0:40,8.88
1/6/2017 0:50,8.78
1/6/2017 1:00,8.7
1/6/2017 1:10,8.57
1/6/2017 1:20,8.52
1/6/2017 1:30,8.39
1/6/2017 1:40,8.41
1/6/2017 1:50,8.46
1/6/2017 2:00,8.31
1/6/2017 2:10,8.13
1/6/2017 2:20,7.88
1/6/2017 2:30,7.91
1/6/2017 2:40,8.01
1/6/2017 2:50,8.22
1/6/2017 3:00,8.38
1/6/2017 3:10,8.43
1/6/2017 3:20,8.14
1/6/2017 3:30,8.37
1/6/2017 3:40,8.47
1/6/2017 3:50,8.19
1/6/2017 4:00,8.1
1/6/2017 4:10,7.93
1/6/2017 4:20,7.98
1/6/2017 4:30,8.07
1/6/2017 4:40,8.03
1/6/2017 4:50,8.01
1/6/2017 5:00,7.95
1/6/2017 5:10,8.09
1/6/2017 5:20,8.2
1/6/2017 5:30,8.32
1/6/2017 5:40,8.66
1/6/2017 5:50,8.83
1/6/2017 6:00,8.72
1/6/2017 6:10,8.61
1/6/2017 6:20,8.65
1/6/2017 6:30,8.81
1/6/2017 6:40,8.57
1/6/2017 6:50,8.7
1/6/2017 7:00,9.21
1/6/2017 7:10,9.46
1/6/2017 7:20,9.54
1/6/2017 7:30,9.51
1/6/2017 7:40,9.29
1/6/2017 7:50,9.23
1/6/2017 8:00,9.1
1/6/2017 8:10,9.04
1/6/2017 8:20,8.65
1/6/2017 8:30,8.62
1/6/2017 8:40,9.03
1/6/2017 8:50,9.33
1/6/2017 9:00,9.78
1/6/2017 9:10,9.88
1/6/2017 9:20,9.92
1/6/2017 9:30,10.14
1/6/2017 9:40,10.19
1/6/2017 9:50,10.5
1/6/2017 10:00,10.9
1/6/2017 10:10,11.12
1/6/2017 10:20,11.23
1/6/2017 10:30,11.47
1/6/2017 10:40,11.69
1/6/2017 10:50,11.79
1/6/2017 11:00,11.71
1/6/2017 11:10,11.83
1/6/2017 11:20,12.21
1/6/2017 11:30,12.69
1/6/2017 11:40,13.06
1/6/2017 11:50,13.42
1/6/2017 12:00,13.69
1/6/2017 12:10,14
1/6/2017 12:20,14.37
1/6/2017 12:30,14.7
1/6/2017 12:40,14.82
1/6/2017 12:50,14.79
1/6/2017 13:00,15.03
1/6/2017 13:10,15.22
1/6/2017 13:20,15.38
1/6/2017 13:30,15.48
1/6/2017 13:40,15.56
1/6/2017 13:50,15.52
1/6/2017 14:00,15.56
1/6/2017 14:10,15.63
1/6/2017 14:20,15.75
1/6/2017 14:30,15.77
1/6/2017 14:40,15.78
1/6/2017 14:50,15.77
1/6/2017 15:00,15.62
1/6/2017 15:10,15.51
1/6/2017 15:20,15.51
1/6/2017 15:30,15.45
1/6/2017 15:40,15.39
1/6/2017 15:50,15.39
1/6/2017 16:00,15.32
1/6/2017 16:10,15.32
1/6/2017 16:20,15.32
1/6/2017 16:30,15.28
1/6/2017 16:40,15.25
1/6/2017 16:50,15.19
1/6/2017 17:00,15.18
1/6/2017 17:10,15.1
1/6/2017 17:20,14.99
1/6/2017 17:30,14.91
1/6/2017 17:40,14.84
1/6/2017 17:50,14.72
1/6/2017 18:00,14.51
1/6/2017 18:10,14.31
1/6/2017 18:20,14.17
1/6/2017 18:30,13.99
1/6/2017 18:40,13.87
1/6/2017 18:50,13.95
1/6/2017 19:00,13.97
1/6/2017 19:10,13.85
1/6/2017 19:20,13.58
1/6/2017 19:30,13.34
1/6/2017 19:40,13.28
1/6/2017 19:50,13.32
1/6/2017 20:00,13.41
1/6/2017 20:10,13.42
1/6/2017 20:20,13.34
1/6/2017 20:30,13.01
1/6/2017 20:40,12.71
1/6/2017 20:50,12.5
1/6/2017 21:00,12.53
1/6/2017 21:10,12.61
1/6/2017 21:20,12.59
1/6/2017 21:30,12.48
1/6/2017 21:40,12.41
1/6/2017 21:50,12.49
1/6/2017 22:00,12.45
1/6/2017 22:10,12.53
1/6/2017 22:20,12.55
1/6/2017 22:30,12.35
1/6/2017 22:40,12.42
1/6/2017 22:50,12.32
1/6/2017 23:00,12.28
1/6/2017 23:10,12.39
1/6/2017 23:20,12.37
1/6/2017 23:30,12.57
1/6/2017 23:40,12.55
1/6/2017 23:50,12.64
1/7/2017 0:00,12.48
1/7/2017 0:10,12.29
1/7/2017 0:20,12.16
1/7/2017 0:30,12.1
1/7/2017 0:40,12.14
1/7/2017 0:50,12.11
1/7/2017 1:00,11.95
1/7/2017 1:10,11.87
1/7/2017 1:20,11.79
1/7/2017 1:30,11.52
1/7/2017 1:40,11.4
1/7/2017 1:50,11.35
1/7/2017 2:00,11.32
1/7/2017 2:10,11.11
1/7/2017 2:20,10.8
1/7/2017 2:30,10.39
1/7/2017 2:40,10.28
1/7/2017 2:50,10.4
1/7/2017 3:00,10.71
1/7/2017 3:10,10.76
1/7/2017 3:20,10.68
1/7/2017 3:30,10.58
1/7/2017 3:40,10.23
1/7/2017 3:50,9.9
1/7/2017 4:00,9.77
1/7/2017 4:10,9.56
1/7/2017 4:20,9.37
1/7/2017 4:30,9.43
1/7/2017 4:40,9.47
1/7/2017 4:50,9.52
1/7/2017 5:00,9.4
1/7/2017 5:10,9.48
1/7/2017 5:20,9.46
1/7/2017 5:30,9.35
1/7/2017 5:40,9.25
1/7/2017 5:50,9.03
1/7/2017 6:00,9.06
1/7/2017 6:10,8.9
1/7/2017 6:20,8.61
1/7/2017 6:30,8.63
1/7/2017 6:40,8.6
1/7/2017 6:50,8.46
1/7/2017 7:00,8.38
1/7/2017 7:10,8.36
1/7/2017 7:20,8.51
1/7/2017 7:30,8.49
1/7/2017 7:40,8.41
1/7/2017 7:50,8.41
1/7/2017 8:00,8.36
1/7/2017 8:10,8.4
1/7/2017 8:20,8.47
1/7/2017 8:30,8.48
1/7/2017 8:40,8.4
1/7/2017 8:50,8.37
1/7/2017 9:00,8.43
1/7/2017 9:10,8.57
1/7/2017 9:20,8.48
1/7/2017 9:30,8.66
1/7/2017 9:40,8.7
1/7/2017 9:50,9.02
1/7/2017 10:00,9.36
1/7/2017 10:10,9.68
1/7/2017 10:20,10.08
1/7/2017 10:30,10.44
1/7/2017 10:40,10.78
1/7/2017 10:50,11.38
1/7/2017 11:00,11.88
1/7/2017 11:10,12.19
1/7/2017 11:20,12.5
1/7/2017 11:30,12.88
